Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	SB_4_64_SH_AYa2022_R1.raw	SB_4_64_SH_AYa2022_R2.raw	SB_4_64_SH_AYa2022_R3.raw	SB_4_64_SH_WT_R1.raw	SB_4_64_SH_WT_R2.raw	SB_4_64_SH_WT_R3.raw	SB_4_64_SH_AY_R1.raw	SB_4_64_SH_AY_R2.raw	SB_4_64_SH_AY_R3.raw	SB_4_64_SH_AYa18_R1.raw	SB_4_64_SH_AYa18_R2.raw	SB_4_64_SH_AYa18_R3.raw
P14065	GCY1_YEAST	GCY1		19	18	19381400.0	13376600.0	3602530.0	24563600.0	13985500.0	2631800.0	38069900.0	10444300.0	2356150.0	23044200.0	15788400.0	1840690.0
P14066	CBS1_YEAST	CBS1		6	6	2685810.0	1974850.0	3572150.0	2619520.0	2190870.0	2506620.0	1966820.0	3258330.0	2771810.0	3136120.0	3730140.0	4325430.0
P14120	RL30_YEAST	RPL30		10	10	68555700.0	53421600.0	53623400.0	99190300.0	52321400.0	48869900.0	107364000.0	44959400.0	35305000.0	76519800.0	45835900.0	26276500.0
P14126	RL3_YEAST	RPL3		34	34	238917000.0	190572000.0	163250000.0	289638000.0	154789000.0	145606000.0	359297000.0	132257000.0	114088000.0	267751000.0	150170000.0	74376500.0
P14164	ABF1_YEAST	ABF1		16	16	7905700.0	20525900.0	10766700.0	12966400.0	11776600.0	2303510.0	10352600.0	18021200.0	3565960.0	12437000.0	11901200.0	4445960.0
P14306	CPYI_YEAST	TFS1		9	9	22605300.0	23275800.0	7880090.0	33696700.0	22558900.0	12731400.0	63816100.0	20417700.0	6803150.0	20102800.0	18596600.0	8758700.0
P14359	SNA3_YEAST	SNA3		2	2	16023200.0	11963200.0	4789400.0	14106500.0	7205110.0	2849060.0	22450000.0	8695800.0	3218510.0	14232800.0	11557700.0	3043690.0
P14540	ALF_YEAST	FBA1		15	15	505786000.0	441320000.0	129405000.0	566844000.0	354909000.0	98779300.0	1180530000.0	465988000.0	106131000.0	509562000.0	433183000.0	83896200.0
P14680	YAK1_YEAST	YAK1		9	9	1515580.0	1027220.0	840401.0	1575290.0	934392.0	877339.0	2278680.0	686077.0	761940.0	1912770.0	925290.0	940374.0
P14681	KSS1_YEAST	KSS1		1	1									772945.0			
P14682	UBC3_YEAST	CDC34		3	3			2411630.0				2657010.0		3250790.0			2486810.0
P14693	SAM35_YEAST	SAM35		11	11	68546200.0	71462100.0	71741000.0	85165300.0	72226600.0	76544400.0	80913700.0	94563800.0	78236000.0	76376800.0	90585200.0	67724000.0
P14741	EI2BA_YEAST	GCN3		1	1							1185460.0			761333.0		
P14742	GFA1_YEAST	GFA1		21	21	21479900.0	17748600.0	11763900.0	23974600.0	15632800.0	9025200.0	55381400.0	19034700.0	12012700.0	25330000.0	24405500.0	9445650.0
P14743	NMT_YEAST	NMT1		6	6	3447120.0	2599240.0	1240790.0	3587770.0	2070710.0	684141.0	4713070.0	2846470.0	685073.0	4896790.0	2958120.0	489490.0
P14747	PP2B2_YEAST	CMP2		5	5	2219810.0	2227630.0	547048.0	2941740.0	1612800.0		5007300.0	1952450.0	524984.0	3095660.0	1821690.0	626521.0
P14772	BPT1_YEAST	BPT1		38	38	33831100.0	36261000.0	7560070.0	44728300.0	28198700.0	3879440.0	46987700.0	33216800.0	4759440.0	34107100.0	35503800.0	4669060.0
P14832	CYPH_YEAST	CPR1		12	12	445966000.0	349323000.0	149034000.0	603845000.0	402452000.0	126440000.0	713967000.0	279440000.0	129793000.0	467656000.0	307484000.0	129987000.0
P14843	AROF_YEAST	ARO3		12	10	53519200.0	33903500.0	12635100.0	76614200.0	49542400.0	9683640.0	111102000.0	19171500.0	9039660.0	68132000.0	30611300.0	8831500.0
P14904	AMPL_YEAST	APE1		18	18	117877000.0	100671000.0	30132000.0	167836000.0	99703400.0	29781500.0	99372700.0	59352700.0	13995100.0	121396000.0	73297600.0	11418000.0
P14905	CBP7_YEAST	CBS2		15	15	10410700.0	12372100.0	13941300.0	11064700.0	14900300.0	13748200.0	10659800.0	13245000.0	10624700.0	8409340.0	12390100.0	11981600.0
P14906	SEC63_YEAST	SEC63		31	31	210030000.0	184670000.0	114366000.0	269525000.0	136818000.0	44083200.0	210467000.0	167393000.0	65794400.0	215226000.0	246675000.0	66675100.0
P14907	NSP1_YEAST	NSP1		20	20	98296200.0	124164000.0	44257400.0	160139000.0	70308400.0	14653900.0	105690000.0	81624400.0	28074000.0	81075400.0	96073200.0	19400000.0
P14908	MTF1_YEAST	MTF1		19	19	56786300.0	55116100.0	61978000.0	52789700.0	49510000.0	43998600.0	55762400.0	60844400.0	64176700.0	58259600.0	61011800.0	86847300.0
P14922	CYC8_YEAST	CYC8		4	4			1589370.0	862198.0	458223.0	1336150.0	1360560.0	845146.0	899047.0	926240.0		208614.0
P15019	TAL1_YEAST	TAL1		28	27	72563200.0	56414300.0	84164000.0	86418600.0	42570400.0	56909100.0	110056000.0	48493100.0	56396200.0	93229100.0	60980200.0	35885500.0
P15108	HSC82_YEAST	HSC82		38	9	226679000.0	164524000.0	80345200.0	260240000.0	130857000.0	80863700.0	356796000.0	145362000.0	62166100.0	268631000.0	211549000.0	53813300.0
P15179	SYDM_YEAST	MSD1		29	29	72410300.0	68281700.0	75113800.0	73733700.0	74140600.0	66611500.0	70056500.0	78255100.0	81223600.0	83942100.0	85334800.0	92781900.0
P15180	SYKC_YEAST	KRS1		22	22	29150800.0	23174800.0	6170860.0	30221900.0	19503600.0	6017110.0	58331800.0	17445400.0	4180510.0	31760300.0	27270500.0	3025910.0
P15202	CATA_YEAST	CTA1		11	11	3212210.0	5741740.0	2567810.0	3802830.0	4239530.0	1521780.0	7158460.0	4108580.0	3241040.0	3833940.0	4583500.0	3683940.0
P15274	AMPD_YEAST	AMD1		7	7	3882380.0	2067570.0	3483000.0	4414160.0	2429460.0	3161770.0	5540970.0	1705040.0	2369460.0	5534650.0	4368880.0	2872330.0
P15303	SEC23_YEAST	SEC23		25	25	74958200.0	24477400.0	10464200.0	80456600.0	32956100.0	8186370.0	71369200.0	15810400.0	8092150.0	73594900.0	21809200.0	7901230.0
P15367	SEC11_YEAST	SEC11		6	6	66865700.0	68138400.0	28485700.0	92097000.0	55279200.0	15007200.0	75522200.0	84832500.0	13594000.0	53983100.0	84159500.0	9509170.0
P15380	PUT4_YEAST	PUT4		7	7	6516250.0	2651420.0	496980.0	3128300.0	924103.0		2486770.0	4321490.0	387969.0	3573170.0	8752940.0	
P15424	MS116_YEAST	MSS116		49	49	121077000.0	120041000.0	151186000.0	132532000.0	131187000.0	128253000.0	132725000.0	156135000.0	146153000.0	138577000.0	142698000.0	138583000.0
P15436	DPOD_YEAST	POL3		2	2	328219.0	344892.0	482387.0		287992.0	408334.0	543078.0	259214.0	344687.0	218600.0	368887.0	479018.0
P15442	GCN2_YEAST	GCN2		1	1				1283470.0			775152.0					
P15454	KGUA_YEAST	GUK1		12	12	33184800.0	27875600.0	16958700.0	38406500.0	24354900.0	12799600.0	59058300.0	21350300.0	15173800.0	34835500.0	30821600.0	14771900.0
P15496	IDI1_YEAST	IDI1		10	10	14706400.0	10735600.0	4423390.0	17109200.0	8789320.0	4603040.0	20438500.0	7552370.0	3180550.0	19455100.0	13025100.0	2658680.0
P15565	TRM1_YEAST	TRM1		22	22	21387500.0	7213240.0	8761880.0	16505500.0	8142280.0	6885840.0	22977200.0	8319270.0	6830280.0	26898100.0	12036500.0	6021530.0
P15624	SYFB_YEAST	FRS1		16	16	11075900.0	5969590.0	1741020.0	12335900.0	5781240.0	1916220.0	19601800.0	4825460.0	1071240.0	11518700.0	8495960.0	1117300.0
P15625	SYFA_YEAST	FRS2		19	19	17216700.0	11688800.0	5718810.0	15662300.0	8290500.0	3552810.0	25245100.0	9828480.0	9324360.0	19226700.0	16612800.0	15686700.0
P15646	FBRL_YEAST	NOP1		14	14	34483800.0	49379800.0	64929900.0	53659200.0	40599500.0	33221900.0	77964400.0	43753000.0	51533700.0	67494200.0	62006200.0	24359800.0
P15700	KCY_YEAST	URA6		6	6	8537410.0	7012250.0	6409540.0	8741240.0	4794900.0	4684740.0	16569900.0	6149120.0	4053660.0	12320600.0	6935150.0	5119150.0
P15703	BGL2_YEAST	BGL2		10	10	143158000.0	116622000.0	83493700.0	77651800.0	44908900.0	48816000.0	173882000.0	102356000.0	46902700.0	131040000.0	110903000.0	33085600.0
P15705	STI1_YEAST	STI1		31	31	81330900.0	70520000.0	15393400.0	71707600.0	39266800.0	12211000.0	111386000.0	49263600.0	12409500.0	89340500.0	82963700.0	8489270.0
P15732	UBC5_YEAST	UBC5		1	0	1598070.0	1469980.0	443855.0	2062590.0	951539.0		3338280.0	1893350.0	235436.0	2568990.0	847536.0	546889.0
P15790	CSK21_YEAST	CKA1		6	6	1968470.0	2319760.0	1270230.0	4063580.0	2531480.0	924214.0	5169030.0	2073110.0	770347.0	2815520.0	2251650.0	950602.0
P15801	DPOG_YEAST	MIP1		24	24	9366590.0	6896400.0	7659000.0	7586040.0	5680370.0	4123150.0	9561610.0	8192980.0	8806520.0	10880800.0	10272000.0	9762980.0
P15873	PCNA_YEAST	POL30		11	11	11190900.0	6575950.0	3342150.0	12930600.0	6885710.0	2299130.0	18349300.0	5038200.0	2298630.0	12907900.0	8678120.0	2794980.0
P15891	ABP1_YEAST	ABP1		24	24	64697600.0	34932600.0	36205800.0	81438700.0	31368300.0	28301300.0	121551000.0	31898200.0	29058000.0	73503400.0	40454900.0	19834200.0
P15992	HSP26_YEAST	HSP26		18	18	567907000.0	721668000.0	652257000.0	671721000.0	568955000.0	327624000.0	1946800000.0	501329000.0	1356950000.0	1142670000.0	500983000.0	1469610000.0
P16120	THRC_YEAST	THR4		23	23	19847100.0	15376300.0	5748840.0	22785200.0	14053400.0	4500620.0	40447900.0	12712200.0	3649640.0	21372000.0	18737200.0	4257640.0
P16140	VATB_YEAST	VMA2		34	34	84118100.0	74008200.0	64994600.0	83851300.0	54573100.0	61602000.0	150386000.0	65700300.0	77073100.0	112746000.0	73345600.0	70832800.0
P16151	ERD1_YEAST	ERD1		2	2	2591620.0	2409250.0	1424850.0	1302840.0			4535820.0	4842230.0	1085240.0	3517360.0	4826870.0	
P16370	RPB3_YEAST	RPB3		4	4	2634060.0	3610050.0	3975800.0	4206470.0	2951240.0	2096900.0	8582990.0	3109900.0	6967180.0	5738290.0	2338940.0	6685070.0
P16387	ODPA_YEAST	PDA1		34	34	2145440000.0	2256910000.0	2428630000.0	2432120000.0	2373480000.0	2021220000.0	2504530000.0	3241790000.0	2324750000.0	2161580000.0	3093170000.0	2550980000.0
P16451	ODPX_YEAST	PDX1		32	32	242515000.0	255927000.0	280411000.0	240245000.0	219934000.0	254682000.0	248119000.0	317395000.0	313156000.0	226192000.0	290362000.0	460750000.0
P16467	PDC5_YEAST	PDC5		2	2	21845900.0	12118200.0	6973810.0	16881600.0	11848000.0	4956990.0	27404600.0	10296100.0	6573770.0	24378000.0	19020300.0	9798160.0
P16474	BIP_YEAST	KAR2		48	48	1367720000.0	1004700000.0	506630000.0	1334930000.0	689285000.0	120266000.0	1188620000.0	872075000.0	267861000.0	1125320000.0	1269230000.0	175094000.0
P16521	EF3A_YEAST	YEF3		48	31	124830000.0	79659800.0	60806000.0	145871000.0	71570800.0	53709800.0	224341000.0	77771000.0	41427100.0	177732000.0	115662000.0	31541000.0
P16547	OM45_YEAST	OM45		54	54	1870910000.0	2495980000.0	2350920000.0	2881340000.0	2915590000.0	3028320000.0	2087700000.0	2002910000.0	2243280000.0	2159420000.0	2070010000.0	2283890000.0
P16550	APA1_YEAST	APA1		13	13	25811300.0	23706100.0	18018200.0	30000100.0	13534300.0	7451140.0	36157500.0	12679900.0	29798100.0	29503200.0	20547100.0	23247000.0
P16603	NCPR_YEAST	NCP1		38	38	227496000.0	197995000.0	94766900.0	270503000.0	143269000.0	33094500.0	219164000.0	199498000.0	64242300.0	193844000.0	257941000.0	64017400.0
P16622	HEMH_YEAST	HEM15		24	24	391885000.0	392363000.0	440970000.0	413533000.0	392942000.0	490070000.0	396922000.0	490863000.0	547074000.0	501202000.0	403029000.0	671231000.0
P16649	TUP1_YEAST	TUP1		1	1	496300.0	357925.0	667289.0	590967.0		520345.0	832779.0		483443.0	590844.0		
P16658	SEN2_YEAST	SEN2		6	6	5771300.0	6242630.0	7530100.0	6642770.0	6595100.0	7524910.0	5075880.0	10858700.0	5163770.0	5256460.0	7267900.0	4012230.0
P16661	ALG1_YEAST	ALG1		14	14	24978800.0	25826100.0	14037600.0	34621200.0	19155300.0	5979790.0	29638800.0	24576200.0	7268130.0	21983400.0	29746400.0	4066280.0
P16861	PFKA1_YEAST	PFK1		46	45	55964300.0	46438900.0	31769200.0	61462200.0	35618000.0	26105700.0	99642300.0	38887300.0	28753400.0	59649200.0	55625100.0	26295200.0
P16862	PFKA2_YEAST	PFK2		40	40	42064900.0	36646700.0	26515900.0	45777700.0	27479700.0	18314800.0	89187700.0	29443900.0	28885700.0	49406100.0	39703200.0	21214600.0
P16892	FUS3_YEAST	FUS3		9	9	5431110.0	4285890.0	3170160.0	6358110.0	3942490.0	2094920.0	10954200.0	2427480.0	4091590.0	6618040.0	4374800.0	4247990.0
P16965	STF2_YEAST	STF2		4	4	12139000.0	10108100.0	2604270.0	17279700.0	10027200.0	1415340.0	26387800.0	9421740.0	2061300.0	15545100.0	14559900.0	2258850.0
P17065	SEC2_YEAST	SEC2		9	9	9231890.0	6538980.0	1662200.0	13472300.0	7530420.0		13313000.0	6443790.0	1656750.0	18185500.0	6764370.0	4592880.0
P17076	RL8A_YEAST	RPL8A		23	6	357083000.0	239286000.0	134847000.0	393554000.0	209371000.0	102989000.0	455986000.0	159573000.0	95836000.0	362532000.0	212546000.0	116846000.0
P17106	CBF1_YEAST	CBF1		4	4	1953470.0	6173920.0	2553360.0	2201220.0	3147010.0	846536.0	3416270.0	4962610.0	1005290.0	3038990.0	3139940.0	1425360.0
P17121	SAC7_YEAST	SAC7		4	4	3502470.0	2321800.0	1004860.0	6660530.0	2142490.0	938385.0	4724710.0	2504350.0	705999.0	4936010.0	4737100.0	135059.0
P17157	PHO85_YEAST	PHO85		8	8	9213770.0	9156250.0	5945560.0	10953700.0	6802890.0	4634760.0	15083300.0	5714500.0	5484000.0	13453200.0	6160430.0	4457310.0
P17255	VATA_YEAST	VMA1		64	64	221423000.0	157591000.0	120801000.0	316874000.0	142001000.0	127153000.0	390001000.0	147208000.0	76306400.0	348571000.0	174801000.0	58426700.0
P17423	KHSE_YEAST	THR1		4	4	7885180.0	4621400.0	3691550.0	8737040.0	4768250.0	7803030.0	13361300.0	4190420.0	2615740.0	11419700.0	5520670.0	2390570.0
P17442	PHO81_YEAST	PHO81		2	2	194476.0	138285.0	599792.0	209062.0		545776.0	556315.0	140704.0	343041.0	229595.0		
P17505	MDHM_YEAST	MDH1		28	28	5416640000.0	6514760000.0	8144560000.0	5876720000.0	6344970000.0	6862730000.0	6465080000.0	5401040000.0	6782560000.0	5260350000.0	4430530000.0	8327400000.0
P17536	TPM1_YEAST	TPM1		19	19	48904700.0	37536800.0	10785200.0	51573200.0	34529900.0	11034500.0	67921400.0	26728400.0	10187100.0	51760400.0	40538700.0	11584600.0
P17555	CAP_YEAST	SRV2		12	12	4616110.0	2940480.0	1805640.0	7138570.0	3690460.0	2370300.0	8090720.0	3175570.0	1383480.0	6001390.0	3654070.0	1978980.0
P17558	RTPT_YEAST	PET123		24	24	123797000.0	138915000.0	138559000.0	164889000.0	140929000.0	171296000.0	112602000.0	107917000.0	110016000.0	81552200.0	117015000.0	124819000.0
P17649	GABAT_YEAST	UGA1		10	10	6711940.0	5008760.0	2445310.0	7936570.0	4795150.0	2707750.0	11695100.0	4055000.0	2205750.0	7449480.0	5859430.0	2012030.0
P17695	GLRX2_YEAST	GRX2		8	8	653700000.0	800309000.0	648605000.0	765487000.0	592263000.0	562974000.0	884091000.0	678226000.0	522366000.0	697499000.0	575450000.0	616761000.0
P17709	HXKG_YEAST	GLK1		34	33	248818000.0	188074000.0	66579100.0	277330000.0	167986000.0	63612700.0	437533000.0	137132000.0	47755900.0	259653000.0	217977000.0	44053800.0
P17883	SKI3_YEAST	SKI3		3	3	111758.0	60985.6			106781.0		198889.0	77530.6	64639.6	139932.0	81813.7	74847.6
P17891	CLC1_YEAST	CLC1		10	10	15421200.0	9262400.0	2929890.0	22328100.0	10975700.0	3373430.0	32609500.0	8825660.0	3141900.0	17902500.0	9503620.0	2595130.0
P17898	CPT1_YEAST	CPT1		4	4	144976000.0	131778000.0	84735700.0	193012000.0	94047900.0	43041300.0	122163000.0	142488000.0	42246100.0	86199600.0	152867000.0	32148800.0
P17967	PDI_YEAST	PDI1		35	35	1682770000.0	1276580000.0	597379000.0	1819030000.0	892517000.0	136019000.0	1534420000.0	1052840000.0	310754000.0	1404010000.0	1574720000.0	270868000.0
P18238	ADT3_YEAST	AAC3		4	4	53284800.0	82195200.0	61694600.0	55576500.0	53136700.0	86806700.0	62559700.0	17528800.0	85994000.0	22784100.0	94811900.0	44034300.0
P18239	ADT2_YEAST	PET9		33	26	15210800000.0	16470000000.0	19844500000.0	16092200000.0	16463300000.0	19286200000.0	15512800000.0	17354200000.0	16396900000.0	14526300000.0	14944100000.0	16991500000.0
P18409	MDM10_YEAST	MDM10		15	15	18620400.0	24973600.0	26741300.0	20186000.0	22399000.0	25051800.0	24763500.0	32668900.0	26479400.0	24045800.0	30837100.0	23247000.0
P18410	SPO7_YEAST	SPO7		4	4	1951320.0	1800760.0	838221.0	3159980.0	1659000.0	567462.0	2449440.0	1557580.0	172964.0	842679.0	1973840.0	
P18411	FUN14_YEAST	FUN14		4	4	45227400.0	48246000.0	49433700.0	59492900.0	55723800.0	56295900.0	53034600.0	50235900.0	58676100.0	49370400.0	46753700.0	71491100.0
P18412	TEC1_YEAST	TEC1		4	4	322505.0	1202650.0	338181.0					671841.0		743372.0	992738.0	127727.0
P18414	ERD2_YEAST	ERD2		2	2	5410230.0	6243920.0	3231430.0	7757760.0	5260140.0	1490340.0	6074550.0	11633500.0	1392500.0	3000550.0	5892120.0	704666.0
P18480	SNF5_YEAST	SNF5		3	3	191058.0	153994.0	84566.2	149364.0	183457.0		301039.0		107050.0	287749.0	112043.0	
P18496	ATP10_YEAST	ATP10		18	18	64522100.0	76772400.0	83465900.0	65820600.0	62637500.0	70422600.0	66750500.0	70226400.0	88693200.0	62905200.0	70263800.0	77429000.0
P18544	ARGD_YEAST	ARG8		28	28	315027000.0	470101000.0	494661000.0	372661000.0	533712000.0	406628000.0	631954000.0	362798000.0	462634000.0	338526000.0	307609000.0	477721000.0
P18562	UPP_YEAST	FUR1		7	7	6699320.0	5122370.0	6703770.0	8683040.0	4449520.0	5727450.0	12323700.0	4795520.0	4478760.0	8421370.0	7070830.0	2836160.0
P18634	ART10_YEAST	ART10		8	8	4186990.0	3903700.0	1901470.0	3870220.0	3010050.0	702311.0	4085390.0	4741430.0	1597640.0	3744070.0	5792210.0	949792.0
P18759	SEC18_YEAST	SEC18		45	45	82057800.0	71337800.0	27721900.0	101776000.0	66192000.0	11961000.0	96111100.0	67317000.0	17160700.0	87651900.0	87309300.0	12220100.0
P18851	GBB_YEAST	STE4		10	10	45580800.0	54242400.0	23231500.0	51849300.0	44646700.0	11816000.0	58320900.0	60115000.0	25601600.0	40757000.0	65831000.0	22588600.0
P18852	GBG_YEAST	STE18		6	6	32147700.0	36261700.0	13407600.0	38877800.0	34616900.0	7049830.0	42150400.0	30098100.0	14915700.0	42144500.0	48283900.0	12827100.0
P18888	SNF6_YEAST	SNF6		1	1	1184980.0	1648130.0	673491.0	3430790.0	3263980.0		3810380.0					
P18899	DDR48_YEAST	DDR48		9	9	23231100.0	21678400.0	6980860.0	30765700.0	21740200.0	6503910.0	41643900.0	12991800.0	5901500.0	30053800.0	23193900.0	6765230.0
P18900	COQ1_YEAST	COQ1		30	30	98770400.0	132094000.0	156050000.0	100544000.0	94309000.0	130971000.0	136617000.0	159156000.0	160402000.0	99487400.0	102459000.0	239500000.0
P18961	YPK2_YEAST	YPK2		23	23	15828200.0	10775500.0	4546460.0	19297000.0	12789800.0	4147180.0	39628700.0	12908400.0	3710320.0	20816900.0	16767400.0	3316230.0
P18962	DAP2_YEAST	DAP2		39	39	104824000.0	127006000.0	32605200.0	149292000.0	93405700.0	29075100.0	178332000.0	99821300.0	21351600.0	116202000.0	113200000.0	18235900.0
P18963	IRA1_YEAST	IRA1		16	16	5163200.0	5355620.0	3701830.0	5482940.0	6146160.0	1352130.0	9413620.0	4627240.0	3998370.0	6214400.0	7988670.0	6667800.0
P19073	CDC42_YEAST	CDC42		6	6	202926000.0	219846000.0	96615300.0	214672000.0	150161000.0	78993500.0	247176000.0	158313000.0	68616000.0	189984000.0	240156000.0	61838300.0
P19097	FAS2_YEAST	FAS2		84	84	63871700.0	46823200.0	31061000.0	69000200.0	40875500.0	30097400.0	115344000.0	33089200.0	19679700.0	66677400.0	44134900.0	15949300.0
P19145	GAP1_YEAST	GAP1		7	7	1523040.0	2303850.0	512217.0	1664200.0	1296450.0	522715.0	2211010.0	3191540.0	334120.0	1705650.0	3933290.0	283889.0
P19146	ARF2_YEAST	ARF2		3	3	55923700.0	63176500.0	35940500.0	66360300.0	54884700.0	44122900.0	132505000.0	65906300.0	11834300.0	24253500.0	49629900.0	6839610.0
P19158	IRA2_YEAST	IRA2		17	17	2783370.0	2577550.0	960400.0	2781860.0	2310000.0		3584450.0	2231240.0	1191940.0	2941510.0	3808360.0	1198460.0
P19262	ODO2_YEAST	KGD2		25	25	1497790000.0	1879060000.0	2518250000.0	1923800000.0	2002510000.0	2688020000.0	1855160000.0	1780840000.0	2053910000.0	1580380000.0	1218320000.0	2281510000.0
P19263	MED14_YEAST	RGR1		1	1	2565240.0			2436910.0	3226790.0	2273670.0						
P19358	METK2_YEAST	SAM2		26	10	262595000.0	320597000.0	265632000.0	320632000.0	209489000.0	135759000.0	771063000.0	192855000.0	411450000.0	362116000.0	207337000.0	352823000.0
P19414	ACON_YEAST	ACO1		74	71	7571910000.0	8820140000.0	8776650000.0	9327470000.0	9612530000.0	8870710000.0	8691340000.0	11068800000.0	8632210000.0	7507500000.0	10956700000.0	8636760000.0
P19454	CSK22_YEAST	CKA2		7	7	13208700.0	9972140.0	3633310.0	12300300.0	8211260.0	2302460.0	20811000.0	9079210.0	2219970.0	12937600.0	9259780.0	2449570.0
P19516	COX11_YEAST	COX11		14	14	63981000.0	77077700.0	66000000.0	65799000.0	76733400.0	71657200.0	57124400.0	83275700.0	63945200.0	63384600.0	72382600.0	96035800.0
P19524	MYO2_YEAST	MYO2		26	24	7126120.0	4548860.0	2866670.0	7530920.0	3249230.0	2245600.0	10887700.0	4366100.0	1832410.0	8661710.0	5176870.0	2151460.0
P19657	PMA2_YEAST	PMA2		8	8	23136200.0	26132000.0	30193500.0	37743100.0	39536800.0	48794000.0	28283500.0	30752400.0	22217700.0	28994200.0	14905200.0	17393600.0
P19658	EXO70_YEAST	EXO70		14	14	9606180.0	6038440.0	1537910.0	6300980.0	4721330.0		11663900.0	5793490.0	1462980.0	10925500.0	11553600.0	1790360.0
P19659	MED15_YEAST	GAL11		3	3	1113310.0	545353.0	300646.0	1501560.0	983590.0	80175.2	1819590.0	466357.0	210357.0	1561320.0	468720.0	271252.0
P19807	HNM1_YEAST	HNM1		4	4	1060170.0	617576.0		790715.0			902181.0	606467.0		1317510.0	965467.0	
P19812	UBR1_YEAST	UBR1		4	4	642688.0	346044.0	287082.0	437750.0		194308.0	906255.0	330320.0	307547.0	466610.0	330472.0	266137.0
P19880	AP1_YEAST	YAP1		3	3	3448510.0	2711620.0	2056660.0	5038280.0	1977800.0		9281210.0		2147160.0	8939970.0	2140670.0	1433670.0
P19881	PNPP_YEAST	PHO13		6	6	2056690.0	1243090.0		2629990.0	1615850.0		3492530.0	318463.0	496259.0	2255920.0	1377670.0	1137110.0
P19882	HSP60_YEAST	HSP60		58	58	6880230000.0	7264090000.0	7978680000.0	7569500000.0	6697880000.0	7470840000.0	8331110000.0	8993700000.0	9862400000.0	8699100000.0	10016200000.0	10823100000.0
P19955	KGD4_YEAST	YMR31		12	12	598891000.0	768178000.0	950002000.0	716347000.0	807551000.0	947421000.0	666688000.0	647217000.0	789885000.0	604751000.0	562616000.0	973016000.0
P19956	RM44_YEAST	MRPL44		3	3	141846000.0	119690000.0	122832000.0	171142000.0	149091000.0	125138000.0	116402000.0	116778000.0	131793000.0	133579000.0	114414000.0	133235000.0
P20049	TYR1_YEAST	TYR1		1	1			272295.0	328145.0			584418.0	306651.0	345218.0			
P20051	PYRC_YEAST	URA4		6	6	5300100.0	4382220.0	540165.0	5630670.0	3547760.0	845718.0	10565100.0	4753260.0	677851.0	7148680.0	4592780.0	767721.0
P20053	PRP4_YEAST	PRP4		4	4	708102.0	791640.0	714081.0	579536.0			669035.0	605612.0	1109800.0	811860.0	574338.0	838591.0
P20081	FKBP_YEAST	FPR1		9	9	345835000.0	368375000.0	167917000.0	502708000.0	371879000.0	154303000.0	578337000.0	261691000.0	216074000.0	397105000.0	422303000.0	164893000.0
P20084	RM33_YEAST	MRPL33		11	11	90457100.0	96707700.0	97420600.0	121491000.0	101791000.0	114443000.0	72946400.0	101494000.0	94416900.0	72301600.0	83747700.0	93687700.0
P20107	ZRC1_YEAST	ZRC1		10	10	193430000.0	249699000.0	86913900.0	219623000.0	139383000.0	56106300.0	358309000.0	200100000.0	50393600.0	230568000.0	168382000.0	30547600.0
P20424	SRP54_YEAST	SRP54		14	14	24362000.0	28747500.0	9796800.0	26041100.0	22971100.0	4808110.0	36353400.0	18428600.0	12173700.0	24470500.0	25722200.0	10568100.0
P20433	RPB4_YEAST	RPB4		2	2	398433.0	621320.0		299766.0	426108.0		1148380.0			201881.0		178288.0
P20434	RPAB1_YEAST	RPB5		3	3	1616770.0	2053270.0	2459560.0	2986800.0		1203650.0	3764840.0	1471810.0	1531570.0	1269040.0	1197880.0	1130490.0
P20435	RPAB2_YEAST	RPO26		4	4	7961790.0	8478530.0	4506230.0	13622000.0	8745470.0	1454450.0	15149500.0	5074360.0	3540380.0	10399200.0	5354400.0	2185770.0
P20436	RPAB3_YEAST	RPB8		2	2	12851900.0	11024200.0	9031800.0	21413100.0	10844300.0	4973480.0	26671700.0	7900100.0	8288290.0	15630600.0	13619700.0	3770480.0
P20447	DBP3_YEAST	DBP3		19	19	2265740.0	5218190.0	6882600.0	1042030.0	1658140.0	2553140.0	5670830.0	2660310.0	8124630.0	3977800.0	3076690.0	9294440.0
P20449	DBP5_YEAST	DBP5		16	16	7145210.0	7421020.0	5493440.0	6744750.0	4780410.0	4417750.0	10308700.0	6342310.0	3852580.0	7933230.0	7011800.0	3095630.0
P20457	PRI2_YEAST	PRI2		1	1			189206.0				2488650.0	247989.0	264400.0			
P20459	IF2A_YEAST	SUI2		5	5	8886880.0	6968500.0	7705900.0	9943000.0	5486240.0	7047600.0	12227200.0	5212090.0	5007110.0	10995900.0	7737510.0	3620670.0
P20484	MAK11_YEAST	MAK11		4	4	451646.0	469622.0	692705.0	587340.0	718997.0	583867.0	769997.0	374224.0	384021.0	629203.0	261635.0	244636.0
P20485	KICH_YEAST	CKI1		10	10	1919820.0	1458480.0	1747180.0	2456480.0	1423420.0	2134600.0	3643850.0	1208940.0	2510410.0	2972840.0	2315570.0	3800350.0
P20486	CKS1_YEAST	CKS1		6	6	5937840.0	4149410.0	1703390.0	8098520.0	4406790.0	1639080.0	8802550.0	2590160.0	1817920.0	7877080.0	5556020.0	1563170.0
