Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	SB_4_64_SH_AYa2022_R1.raw	SB_4_64_SH_AYa2022_R2.raw	SB_4_64_SH_AYa2022_R3.raw	SB_4_64_SH_WT_R1.raw	SB_4_64_SH_WT_R2.raw	SB_4_64_SH_WT_R3.raw	SB_4_64_SH_AY_R1.raw	SB_4_64_SH_AY_R2.raw	SB_4_64_SH_AY_R3.raw	SB_4_64_SH_AYa18_R1.raw	SB_4_64_SH_AYa18_R2.raw	SB_4_64_SH_AYa18_R3.raw
P06245	KAPB_YEAST	TPK2		7	7	2488740.0	1364950.0	3126240.0	2945060.0	1701200.0	3754200.0	5696300.0	1528090.0	1630210.0	3485190.0	1690580.0	932798.0
P06367	RS14A_YEAST	RPS14A		10	1	186979000.0	177068000.0	137296000.0	247396000.0	159642000.0	144258000.0	252095000.0	279466000.0	109182000.0	223085000.0	336328000.0	98152200.0
P06634	DED1_YEAST	DED1		31	27	45172400.0	53779900.0	79960300.0	40516700.0	26834400.0	38830300.0	86026000.0	28517600.0	151561000.0	66796000.0	39055400.0	146747000.0
P06701	SIR3_YEAST	SIR3		2	2	3742630.0			16653000.0			8849340.0			14564300.0		
P06704	CDC31_YEAST	CDC31		5	5	13152900.0	12436100.0	3266070.0	18596400.0	9789530.0	2062280.0	17077000.0	5708720.0	2159000.0	15590100.0	9874960.0	2222120.0
P06738	PHSG_YEAST	GPH1		40	40	32668300.0	23516700.0	12619600.0	39954800.0	22234100.0	12400000.0	74474800.0	16541700.0	11433400.0	38606500.0	23689900.0	10869800.0
P06773	DCTD_YEAST	DCD1		3	3	645579.0	343575.0	253927.0	398471.0			737966.0	408336.0	211600.0	1351750.0	724625.0	
P06775	HIP1_YEAST	HIP1		1	1	129847.0	87998.2	43308.2	78941.4			127414.0	69068.4		95748.6	54366.8	18297.0
P06778	RAD52_YEAST	RAD52		2	2		12907100.0		16382400.0	11044700.0		13262300.0	13375900.0	12796100.0		19549800.0	
P06780	RHO1_YEAST	RHO1		10	10	915293000.0	948071000.0	464078000.0	1233250000.0	818395000.0	311601000.0	1292530000.0	933718000.0	311317000.0	849840000.0	939658000.0	207406000.0
P06781	RHO2_YEAST	RHO2		9	9	18467900.0	20906200.0	8633230.0	23102300.0	19511000.0	4163120.0	23125400.0	21001600.0	8001000.0	19383000.0	22139700.0	5640240.0
P06782	SNF1_YEAST	SNF1		16	16	21991500.0	15017400.0	5829460.0	24316000.0	11032800.0	4421040.0	38271200.0	10435800.0	4310290.0	26273300.0	17761300.0	4392110.0
P06784	STE7_YEAST	STE7		1	1			99493.1			100364.0	165475.0		177769.0	84307.1	97362.7	131415.0
P06785	TYSY_YEAST	CDC21		7	7	5838740.0	2181440.0	3730610.0	6114630.0	1903480.0	2740450.0	8792360.0	1602090.0	3500550.0	7755290.0	1816590.0	1872560.0
P06786	TOP2_YEAST	TOP2		37	37	22261400.0	60999800.0	28007900.0	33400200.0	35376100.0	6177920.0	28358400.0	43289600.0	11707200.0	37778300.0	37309400.0	10233600.0
P06787	CALM_YEAST	CMD1		9	9	215793000.0	168335000.0	78498400.0	280096000.0	231954000.0	43126800.0	266801000.0	152753000.0	76441200.0	294555000.0	202710000.0	98385900.0
P06844	SPT3_YEAST	SPT3		1	1	91223.7	162266.0			109061.0		127755.0	97528.0		160664.0		67193.9
P07143	CY1_YEAST	CYT1		10	10	2120910000.0	2327170000.0	2836250000.0	2913360000.0	2570390000.0	3486750000.0	2451170000.0	1777480000.0	2328080000.0	2333800000.0	2346510000.0	2518560000.0
P07149	FAS1_YEAST	FAS1		82	82	77928100.0	58847700.0	41614700.0	89644500.0	51435100.0	40123000.0	142126000.0	42415100.0	30749000.0	90422100.0	59018500.0	30577300.0
P07170	KAD2_YEAST	ADK1		17	17	111602000.0	104596000.0	53369400.0	137902000.0	96969500.0	41018000.0	171661000.0	81024700.0	49538600.0	113020000.0	92268200.0	48057200.0
P07172	HIS8_YEAST	HIS5		2	2	3114400.0	2335150.0	2584710.0	3013250.0	2998680.0	2702430.0	6690720.0	2430490.0	1653670.0	3993620.0	2894580.0	
P07213	TOM70_YEAST	TOM70		56	56	750987000.0	741565000.0	710521000.0	811481000.0	712099000.0	679783000.0	769188000.0	926529000.0	771236000.0	791611000.0	955101000.0	769448000.0
P07236	SYTM_YEAST	MST1		25	25	59019200.0	56195600.0	59647900.0	66563200.0	62763200.0	55404900.0	60406400.0	66670300.0	57063900.0	62002900.0	73682100.0	56506600.0
P07244	PUR2_YEAST	ADE57		20	20	15083000.0	12972300.0	4532270.0	14644200.0	11198800.0	3805590.0	23396800.0	11501600.0	3777140.0	17107600.0	16280100.0	3906510.0
P07245	C1TC_YEAST	ADE3		29	29	28132700.0	25104100.0	10658500.0	28262700.0	16014700.0	7912420.0	41716100.0	19730400.0	9004510.0	28608800.0	27636400.0	7301190.0
P07246	ADH3_YEAST	ADH3		29	27	695103000.0	1732750000.0	1739290000.0	958766000.0	1236430000.0	1268680000.0	1079110000.0	2370100000.0	1787380000.0	768454000.0	1816940000.0	1669770000.0
P07248	ADR1_YEAST	ADR1		26	26	9612930.0	13098400.0	14196900.0	9952920.0	7374230.0	4956790.0	16684800.0	7674410.0	16376300.0	15862600.0	9880110.0	13292700.0
P07251	ATPA_YEAST	ATP1		54	54	11906700000.0	14360000000.0	16977500000.0	14348900000.0	15081300000.0	16771800000.0	14077800000.0	12053400000.0	13575900000.0	12330400000.0	10612800000.0	13478500000.0
P07252	CBP8_YEAST	CBP1		8	8	9004890.0	6991490.0	8313670.0	10626400.0	10709700.0	9483910.0	8537430.0	7018900.0	7873770.0	8299780.0	8935500.0	11629000.0
P07253	CBP6_YEAST	CBP6		21	21	133713000.0	117347000.0	132270000.0	134629000.0	117652000.0	135220000.0	127497000.0	178494000.0	141140000.0	143827000.0	176954000.0	136001000.0
P07255	COX9_YEAST	COX9		7	7	976935000.0	1125900000.0	1393900000.0	1536940000.0	1382490000.0	1699820000.0	1208740000.0	966470000.0	1014820000.0	1020760000.0	773822000.0	739549000.0
P07256	QCR1_YEAST	COR1		36	36	3748180000.0	4201240000.0	4978550000.0	3870820000.0	4090330000.0	5267490000.0	3868540000.0	3842420000.0	4411790000.0	3445200000.0	3337740000.0	4086070000.0
P07257	QCR2_YEAST	QCR2		43	43	5409060000.0	5653330000.0	7213810000.0	6176710000.0	5844140000.0	7520080000.0	5819510000.0	5235600000.0	6955380000.0	5424200000.0	4624570000.0	6104010000.0
P07259	PYR1_YEAST	URA2		83	81	71754100.0	51769700.0	41896200.0	66056500.0	32064900.0	31509200.0	127861000.0	50047700.0	30884600.0	107942000.0	62131300.0	26697000.0
P07260	IF4E_YEAST	CDC33		9	9	24595400.0	17214100.0	16359800.0	29319600.0	14856100.0	17045100.0	40200000.0	14999800.0	10737000.0	30372600.0	23852300.0	7882590.0
P07262	DHE4_YEAST	GDH1		20	13	12556700.0	10221700.0	5484580.0	19448800.0	10823200.0	9802820.0	31678100.0	9809070.0	4865250.0	22805700.0	11327500.0	3900020.0
P07263	SYH_YEAST	HTS1		28	27	31599300.0	30541000.0	28176400.0	37390900.0	28949100.0	26568700.0	43559100.0	27822600.0	28519200.0	37454000.0	35128900.0	33330400.0
P07264	LEUC_YEAST	LEU1		48	48	42415700.0	87081200.0	63242300.0	36358400.0	24664100.0	10206500.0	92021900.0	64411200.0	210061000.0	81097600.0	92808900.0	185165000.0
P07266	MRS1_YEAST	MRS1		20	20	40755900.0	39277200.0	42713300.0	38093900.0	39638400.0	45526800.0	40663800.0	37865500.0	46885700.0	41419700.0	42870900.0	53020700.0
P07267	CARP_YEAST	PEP4		21	21	709946000.0	443116000.0	210828000.0	791667000.0	356429000.0	113845000.0	835480000.0	469199000.0	126437000.0	670356000.0	446329000.0	138756000.0
P07269	PHO2_YEAST	PHO2		1	1										3001400.0		
P07271	PIF1_YEAST	PIF1		8	8	11191100.0	11555400.0	21868300.0	10910300.0	11537400.0	13446400.0	19767600.0	14126500.0	26802000.0	16002200.0	11770500.0	32044900.0
P07273	TFS2_YEAST	DST1		9	9	8429240.0	16746200.0	6832510.0	11183100.0	11393400.0	5213180.0	13822000.0	18624800.0	4895720.0	15157000.0	20202700.0	2624260.0
P07274	PROF_YEAST	PFY1		3	3	19757600.0	10742300.0	6736280.0	22173700.0	18651300.0		39722500.0	5956970.0	2593990.0	27263900.0	23014300.0	6122500.0
P07275	PUT2_YEAST	PUT2		34	34	330340000.0	341180000.0	352582000.0	365042000.0	363441000.0	322790000.0	330699000.0	372412000.0	340536000.0	342644000.0	374759000.0	301800000.0
P07276	RAD2_YEAST	RAD2		2	2	90475.8	96877.0	91143.8			66689.5	132102.0	39037.3	144749.0	149801.0	86488.3	134463.0
P07277	ERG12_YEAST	ERG12		3	3	6116690.0	4210670.0	1614840.0	4410640.0	4106300.0	955267.0	10585100.0	3250050.0	1135710.0	4267610.0	7577730.0	1367390.0
P07278	KAPR_YEAST	BCY1		20	20	33579900.0	21244200.0	16166100.0	45178500.0	23865800.0	12662500.0	61908500.0	16258400.0	12099800.0	52746400.0	23018800.0	7599610.0
P07281	RS19B_YEAST	RPS19B		13	2	184437000.0	138297000.0	85277200.0	220865000.0	119948000.0	64763500.0	288650000.0	154548000.0	75339100.0	174395000.0	194738000.0	147334000.0
P07283	PMM_YEAST	SEC53		18	18	106859000.0	171304000.0	226423000.0	71386500.0	66402400.0	68695800.0	304932000.0	91941300.0	496073000.0	186978000.0	95134200.0	385851000.0
P07284	SYSC_YEAST	SES1		20	20	35805000.0	24789200.0	12324800.0	41362900.0	22145200.0	8775550.0	59414100.0	20183600.0	9237260.0	44942200.0	34888200.0	9618440.0
P07285	TRPD_YEAST	TRP4		4	4	2353890.0	1991820.0	1120130.0	2780720.0	1632120.0	524763.0	3953890.0	1523420.0	939319.0	3639190.0	1882370.0	1273670.0
P07286	GPT_YEAST	ALG7		2	2	11161100.0	9073250.0	6556300.0	15030900.0	6686340.0	1995160.0	10902000.0	8296750.0	3891710.0	11054300.0	10931100.0	2488070.0
P07342	ILVB_YEAST	ILV2		47	47	781536000.0	937819000.0	1114820000.0	797762000.0	811487000.0	832500000.0	948955000.0	1161600000.0	1182850000.0	969207000.0	1110580000.0	1210420000.0
P07347	ARD1_YEAST	ARD1		5	5	1182340.0	1424700.0	955650.0	1926230.0	964787.0	780838.0	2922920.0	1489550.0	848538.0	1634590.0	1450930.0	866496.0
P07390	PT494_YEAST	PET494		11	11	7439280.0	7733240.0	6142360.0	9481830.0	6363150.0	5447110.0	6292400.0	4938660.0	6447260.0	6241440.0	5536360.0	6059700.0
P07560	SEC4_YEAST	SEC4		16	15	442603000.0	426072000.0	146684000.0	561420000.0	365785000.0	103297000.0	540216000.0	429385000.0	117266000.0	460193000.0	529833000.0	114844000.0
P07703	RPAC1_YEAST	RPC40		17	17	13889800.0	16577500.0	19086800.0	12799000.0	8815220.0	5749130.0	29053300.0	18423500.0	36884100.0	22666400.0	16407200.0	32951000.0
P07806	SYV_YEAST	VAS1		51	51	98297700.0	88892200.0	80905400.0	104363000.0	85084800.0	62766800.0	114615000.0	87155700.0	84751000.0	107906000.0	98554100.0	120159000.0
P07807	DYR_YEAST	DFR1		6	6	12850000.0	12140400.0	11298500.0	10663500.0	10904000.0	8939420.0	9219670.0	13732100.0	12678300.0	16060700.0	10701500.0	9240540.0
P07866	LTE1_YEAST	LTE1		5	5	812838.0		680888.0	812036.0					700272.0			636135.0
P07884	MOD5_YEAST	MOD5		12	12	1762110.0	2096620.0	2518240.0	2634920.0	2661640.0	2128590.0	2863740.0	1854130.0	3224380.0	2682790.0	2150420.0	3512960.0
P07991	OAT_YEAST	CAR2		14	14	40153900.0	26618100.0	14039100.0	46236700.0	25019800.0	5898070.0	57120600.0	23060600.0	11842400.0	43176900.0	30970100.0	10650800.0
P08004	CHS1_YEAST	CHS1		12	12	4909680.0	3833880.0	1947660.0	3870140.0	2266430.0	824505.0	4384020.0	3801670.0	1337410.0	4094310.0	5223800.0	845794.0
P08067	UCRI_YEAST	RIP1		13	13	686445000.0	768311000.0	943232000.0	736036000.0	942929000.0	1200730000.0	775050000.0	802369000.0	787388000.0	723362000.0	576106000.0	920490000.0
P08153	SWI5_YEAST	SWI5		1	1	480458.0							297152.0	770276.0	510263.0	319815.0	718415.0
P08417	FUMH_YEAST	FUM1		27	27	1176050000.0	1464760000.0	1567050000.0	1500980000.0	1541280000.0	1325390000.0	1220160000.0	1253980000.0	1383820000.0	1261690000.0	1111200000.0	1376030000.0
P08425	SYFM_YEAST	MSF1		27	27	65763200.0	72652800.0	68164700.0	67891200.0	69071000.0	63333100.0	74043200.0	80596700.0	68500000.0	62491400.0	73864500.0	69250300.0
P08456	PSS_YEAST	CHO1		7	7	480070000.0	491130000.0	166036000.0	754347000.0	380211000.0	92600300.0	648726000.0	328334000.0	86986500.0	474649000.0	409728000.0	49814400.0
P08466	NUC1_YEAST	NUC1		13	13	105271000.0	116510000.0	162628000.0	112901000.0	105260000.0	139056000.0	133054000.0	116533000.0	168940000.0	115886000.0	116520000.0	178267000.0
P08468	PT111_YEAST	PET111		7	7	2734240.0	2204820.0	2670220.0	4236950.0	3327400.0	3045090.0	2606710.0	1922320.0	2879490.0	1704640.0	2047510.0	2765250.0
P08518	RPB2_YEAST	RPB2		34	34	4176050.0	4454110.0	4258950.0	4751220.0	3267770.0	2408800.0	9086100.0	4405170.0	6572160.0	6329110.0	4611260.0	6475040.0
P08524	ERG20_YEAST	ERG20		16	16	53707000.0	41391200.0	8011440.0	72591100.0	40518000.0	7834710.0	116251000.0	29174800.0	6214260.0	63533200.0	47517100.0	5608900.0
P08525	QCR8_YEAST	QCR8		9	9	400796000.0	667965000.0	764839000.0	540774000.0	706456000.0	975145000.0	503851000.0	475509000.0	484837000.0	296311000.0	425050000.0	408347000.0
P08536	MET3_YEAST	MET3		3	3	7047120.0	3663570.0	2129360.0	3070680.0	3962420.0	1891660.0	17131200.0	4020210.0	2244480.0	8093690.0	7848160.0	
P08539	GPA1_YEAST	GPA1		29	29	36035100.0	35498300.0	18220200.0	48604500.0	42532100.0	9064130.0	49955800.0	40413700.0	18896300.0	41607600.0	50292700.0	15025300.0
P08566	ARO1_YEAST	ARO1		61	61	49342500.0	41063300.0	23334300.0	61335200.0	46012700.0	15231300.0	94410100.0	30536700.0	16266800.0	53845500.0	41585000.0	14187900.0
P08593	MSS18_YEAST	MSS18		9	9	15719000.0	17353800.0	16961600.0	17067900.0	17827700.0	13914400.0	14305700.0	13855700.0	15709100.0	15700300.0	13373000.0	13571700.0
P08678	CYAA_YEAST	CYR1		15	15	2021210.0	1017330.0	987734.0	2653920.0	1246100.0	531716.0	2638370.0	1378270.0	641302.0	2286830.0	1282390.0	730923.0
P08679	CISY2_YEAST	CIT2		11	8	113489000.0	400590000.0	524394000.0	107954000.0	167736000.0	334734000.0	261237000.0	482078000.0	430794000.0	116320000.0	129802000.0	441702000.0
P08964	MYO1_YEAST	MYO1		10	10	2110730.0	817920.0	421669.0	2387250.0	582642.0	651321.0	2766120.0	774335.0	423786.0	2029110.0	701562.0	310576.0
P09064	IF2B_YEAST	SUI3		9	9	36109100.0	27967900.0	23434100.0	45113700.0	29064800.0	29240300.0	69782200.0	20228500.0	16139900.0	52096300.0	35729700.0	11511600.0
P09201	F16P_YEAST	FBP1		14	14	23127700.0	26956300.0	6926030.0	39747700.0	27948600.0	12355200.0	61577900.0	11690500.0	4200090.0	26370400.0	16650900.0	3223890.0
P09232	PRTB_YEAST	PRB1		17	17	200022000.0	140605000.0	58106200.0	294572000.0	129328000.0	38730100.0	256598000.0	119510000.0	29693200.0	180653000.0	120439000.0	17037300.0
P09368	PUT1_YEAST	PUT1		7	7	10152400.0	8456650.0	12241800.0	7845370.0	5555750.0	5071450.0	12357900.0	6643510.0	12141800.0	13193600.0	11304600.0	13387200.0
P09436	SYIC_YEAST	ILS1		38	38	19978400.0	15568200.0	10537900.0	21202300.0	14055300.0	7981660.0	40060200.0	14543600.0	7416960.0	21011700.0	20169700.0	6330420.0
P09440	C1TM_YEAST	MIS1		69	64	272563000.0	274556000.0	286347000.0	283447000.0	266410000.0	280362000.0	304862000.0	326427000.0	338176000.0	286278000.0	340479000.0	342690000.0
P09457	ATPO_YEAST	ATP5		18	18	1477040000.0	1585630000.0	2079230000.0	1557400000.0	1670240000.0	2041590000.0	1400050000.0	1502790000.0	1686200000.0	1374760000.0	1232210000.0	1731290000.0
P09547	SWI1_YEAST	SWI1		3	3			531845.0			458095.0	874987.0		499148.0			
P09620	KEX1_YEAST	KEX1		10	10	8429570.0	7678760.0	1500880.0	6037690.0	2858130.0	720453.0	6106650.0	3933680.0	938762.0	6521260.0	6540900.0	819804.0
P09624	DLDH_YEAST	LPD1		47	47	482802000.0	903826000.0	826329000.0	828255000.0	888344000.0	759362000.0	759735000.0	990323000.0	831726000.0	834069000.0	877337000.0	1382770000.0
P09733	TBA1_YEAST	TUB1		10	4	8997850.0	8195970.0	11649900.0	10348500.0	7586530.0	6333300.0	22114100.0	7138360.0	12295500.0	16765700.0	9117060.0	11153900.0
P09734	TBA3_YEAST	TUB3		1	1	41361.1	98531.1	304859.0			97663.5	213146.0	87802.4	289201.0	79702.6		290505.0
P09880	TRNL_YEAST	TRL1		2	2	119380.0	256398.0	308666.0		359464.0	410555.0	614529.0		391495.0	353705.0	385778.0	536057.0
P09938	RIR2_YEAST	RNR2		15	15	29867800.0	20346400.0	8837840.0	32967000.0	17888400.0	6160930.0	42766100.0	32580600.0	10658500.0	42162500.0	26204200.0	11665800.0
P09950	HEM1_YEAST	HEM1		19	19	79495400.0	79889100.0	90923700.0	44679000.0	48059400.0	37156200.0	78479400.0	69977700.0	64353600.0	75598500.0	55969300.0	54761700.0
P09959	SWI6_YEAST	SWI6		2	2	261764.0	414544.0	73709.7				239495.0		78770.0	247587.0		
P0C0V8	RS21A_YEAST	RPS21A		8	1	83399300.0	44372100.0	21499000.0	100608000.0	41870700.0	16969100.0	120824000.0	30311400.0	19438600.0	87514400.0	41632200.0	19414000.0
P0C0W1	RS22A_YEAST	RPS22A		8	1	220086000.0	167321000.0	186361000.0	249498000.0	168730000.0	182660000.0	331145000.0	133294000.0	145216000.0	277790000.0	207882000.0	188252000.0
P0C0W9	RL11A_YEAST	RPL11A		14	0	346496000.0	225388000.0	184255000.0	449406000.0	226625000.0	201175000.0	459172000.0	156291000.0	135798000.0	379550000.0	226800000.0	96495000.0
P0C268	YB39B_YEAST	YBL039W-B		1	1	12370100.0	16588900.0	11208500.0	16446600.0	21577400.0	14435300.0	13942700.0	26025900.0	8017510.0	8731240.0	16928400.0	5980960.0
P0C2H6	RL27A_YEAST	RPL27A		8	1	277631000.0	209464000.0	120344000.0	342839000.0	173671000.0	101380000.0	375622000.0	122622000.0	79300200.0	293137000.0	148680000.0	60073600.0
P0C2H8	RL31A_YEAST	RPL31A		11	1	440266000.0	295972000.0	252239000.0	525727000.0	258765000.0	214783000.0	624637000.0	195682000.0	182899000.0	476385000.0	307890000.0	142063000.0
P0C2H9	RL31B_YEAST	RPL31B		1	1	36320400.0	20783700.0	17688100.0	45488700.0	26434000.0	15991500.0	50666800.0	14876400.0	13112000.0	37841300.0	20016700.0	10627000.0
P0C5N3	YG41A_YEAST	YGL041W-A		4	4	65932800.0	71863800.0	59779700.0	77954300.0	68485000.0	46809700.0	74077600.0	72275400.0	69886400.0	77778900.0	68562100.0	66144600.0
P0C5R9	RNK_YEAST	YPR170W-B		2	2	12605700.0	12874300.0	3634120.0	14250000.0	9167250.0	2242350.0	14451900.0	12186100.0	2496290.0	11322800.0	11546200.0	
P0CS90	HSP77_YEAST	SSC1		71	59	5160370000.0	5385120000.0	5785020000.0	5413370000.0	4853080000.0	4876240000.0	5799860000.0	7425070000.0	7234260000.0	5749810000.0	6280880000.0	7914580000.0
P0CT04	IPB2_YEAST	PBI2		12	12	245166000.0	339714000.0	76317000.0	367902000.0	320460000.0	81397200.0	450441000.0	256276000.0	62971100.0	250118000.0	548781000.0	55112800.0
P0CX20;P0CX21;P0CX22	YRF11_YEAST;YRF15_YEAST;YRF18_YEAST	YRF1-1;YRF1-5;YRF1-8		3	0												635636.0
P0CX23	RL20A_YEAST	RPL20A		14	0	838613000.0	711859000.0	518875000.0	1231980000.0	619894000.0	506485000.0	1456610000.0	472528000.0	322046000.0	983273000.0	496493000.0	216015000.0
P0CX25;P0CX26	RL43A_YEAST;RL43B_YEAST	RPL43A;RPL43B		6	0	164152000.0	114851000.0	91872700.0	161099000.0	77471600.0	79771500.0	252046000.0	78605300.0	50083200.0	97883000.0	88276700.0	102163000.0
P0CX27;P0CX28	RL44A_YEAST;RL44B_YEAST	RPL42A;RPL42B		5	0	35550000.0	21200400.0	26078300.0	45110200.0	20515400.0	31090000.0	48411400.0	21130900.0	16528300.0	40172800.0	23601500.0	13068700.0
P0CX29;P0CX30	RS23A_YEAST;RS23B_YEAST	RPS23A;RPS23B		9	0	117384000.0	136232000.0	117655000.0	174150000.0	130221000.0	124595000.0	254480000.0	119129000.0	77638200.0	119970000.0	123118000.0	128471000.0
P0CX31;P0CX32	RS24A_YEAST;RS24B_YEAST	RPS24A;RPS24B		14	0	167896000.0	135844000.0	151912000.0	219766000.0	129724000.0	158607000.0	303673000.0	140340000.0	109581000.0	190614000.0	178039000.0	83325300.0
P0CX33;P0CX34	RS30A_YEAST;RS30B_YEAST	RPS30A;RPS30B		5	0	1307740.0	1316900.0	1249650.0		1594610.0	752184.0	1828680.0	1573550.0	1185040.0	881498.0	1563720.0	648177.0
P0CX35;P0CX36	RS4A_YEAST;RS4B_YEAST	RPS4A;RPS4B		24	0	173769000.0	124401000.0	124006000.0	201605000.0	120328000.0	128936000.0	303220000.0	113212000.0	75962000.0	164042000.0	145970000.0	50863100.0
P0CX37;P0CX38	RS6A_YEAST;RS6B_YEAST	RPS6A;RPS6B		15	0	219399000.0	171046000.0	141977000.0	291693000.0	147567000.0	137515000.0	381733000.0	200864000.0	112470000.0	251442000.0	251647000.0	79522000.0
P0CX39;P0CX40	RS8A_YEAST;RS8B_YEAST	RPS8A;RPS8B		9	0	100377000.0	94875000.0	111474000.0	150342000.0	82693500.0	103822000.0	187799000.0	85003200.0	80184200.0	113197000.0	87653200.0	87585400.0
P0CX41;P0CX42	RL23A_YEAST;RL23B_YEAST	RPL23A;RPL23B		8	0	245441000.0	214232000.0	220161000.0	310101000.0	245367000.0	179836000.0	354306000.0	248527000.0	181143000.0	207917000.0	213608000.0	153694000.0
P0CX43;P0CX44	RL1A_YEAST;RL1B_YEAST	RPL1A;RPL1B		10	0	257356000.0	163342000.0	62694000.0	298603000.0	150944000.0	44238900.0	340290000.0	136182000.0	50215300.0	265308000.0	153812000.0	36887800.0
P0CX45;P0CX46	RL2A_YEAST;RL2B_YEAST	RPL2A;RPL2B		16	0	357137000.0	254779000.0	193993000.0	410161000.0	223673000.0	183347000.0	488691000.0	175768000.0	126795000.0	332953000.0	212554000.0	87352800.0
P0CX47;P0CX48	RS11A_YEAST;RS11B_YEAST	RPS11A;RPS11B		12	0	107535000.0	79354300.0	115542000.0	135835000.0	68897100.0	115994000.0	186722000.0	67955400.0	82043100.0	119824000.0	77049700.0	53526600.0
P0CX49;P0CX50	RL18A_YEAST;RL18B_YEAST	RPL18A;RPL18B		11	0	275451000.0	209984000.0	160609000.0	389977000.0	199873000.0	157943000.0	441888000.0	133851000.0	96752100.0	284213000.0	166471000.0	67696000.0
P0CX51;P0CX52	RS16A_YEAST;RS16B_YEAST	RPS16A;RPS16B		16	0	189037000.0	135986000.0	174334000.0	218719000.0	138835000.0	177105000.0	321087000.0	132629000.0	117782000.0	207959000.0	198643000.0	108692000.0
P0CX53;P0CX54	RL12A_YEAST;RL12B_YEAST	RPL12A;RPL12B		7	0	365351000.0	280617000.0	143484000.0	530729000.0	261896000.0	111596000.0	516996000.0	173733000.0	96881300.0	360466000.0	255616000.0	65656700.0
P0CX55;P0CX56	RS18A_YEAST;RS18B_YEAST	RPS18A;RPS18B		14	0	285491000.0	190765000.0	227167000.0	324885000.0	188331000.0	198864000.0	457179000.0	197649000.0	198344000.0	300376000.0	255648000.0	156680000.0
P0CX82;P0CX83	RL19A_YEAST;RL19B_YEAST	RPL19A;RPL19B		17	0	332073000.0	225551000.0	147556000.0	407386000.0	194723000.0	153420000.0	427221000.0	138765000.0	109162000.0	383087000.0	196577000.0	74253800.0
P0CX84;P0CX85	RL35A_YEAST;RL35B_YEAST	RPL35A;RPL35B		10	0	229741000.0	141453000.0	59884000.0	275564000.0	127393000.0	61056300.0	280293000.0	98186400.0	41150700.0	237641000.0	155148000.0	31893500.0
P10080	SSBP1_YEAST	SBP1		12	12	47307000.0	38563900.0	25025500.0	56333200.0	25045100.0	23162100.0	68192500.0	27114000.0	26817900.0	53565300.0	38832300.0	19665600.0
P10081	IF4A_YEAST	TIF1		20	20	274637000.0	223165000.0	112285000.0	333088000.0	203691000.0	83801500.0	486838000.0	218716000.0	88472400.0	327339000.0	217064000.0	66400300.0
P10127	ADH4_YEAST	ADH4		16	16	26960900.0	17286100.0	13027600.0	30644500.0	20311000.0	10984500.0	74107900.0	19689100.0	15488000.0	43657500.0	20126400.0	12101100.0
P10174	COX7_YEAST	COX7		3	3	278030000.0	551350000.0	903002000.0	417211000.0	665323000.0	1441240000.0	380821000.0	353323000.0	547488000.0	198205000.0	455968000.0	462851000.0
